type,y
1,0
1,1
1,2
1,5
1,7
1,10
1,11
1,12
1,13
1,14
1,15
1,17
1,18
1,19
1,20
1,21
1,22
1,24
1,25
1,29
1,32
1,35
1,36
1,37
1,39
1,42
1,44
1,3
1,9
1,10
1,12
1,13
1,14
1,16
1,17
1,20
1,21
1,23
1,24
1,25
1,27
1,28
1,29
1,30
1,31
1,32
1,34
1,35
1,37
1,39
1,41
1,42
1,43
1,44
1,2
1,4
1,6
1,7
1,12
1,14
1,15
1,17
1,20
1,25
1,26
1,27
1,28
1,29
1,33
1,37
1,38
1,41
1,42
1,44
1,0
1,4
1,5
1,9
1,11
1,12
1,13
1,14
1,15
1,16
1,18
1,19
1,20
1,21
1,22
1,23
1,24
1,27
1,28
1,29
1,31
1,32
1,33
1,34
1,36
1,41
1,43
1,44
1,0
1,1
1,2
1,3
1,5
1,8
1,10
1,11
1,13
1,14
1,19
1,21
1,22
1,23
1,26
1,28
1,29
1,35
1,37
1,40
1,42
1,43
1,44
1,5
1,7
1,9
1,10
1,13
1,14
1,18
1,20
1,21
1,25
1,28
1,29
1,32
1,36
1,37
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,5
1,7
1,8
1,10
1,11
1,12
1,13
1,14
1,18
1,19
1,20
1,22
1,25
1,29
1,31
1,32
1,33
1,34
1,36
1,37
1,40
1,41
1,42
1,43
1,44
1,0
1,2
1,4
1,5
1,6
1,7
1,9
1,13
1,14
1,18
1,20
1,21
1,22
1,25
1,26
1,27
1,29
1,30
1,31
1,32
1,34
1,35
1,36
1,37
1,40
1,41
1,42
1,44
1,1
1,2
1,3
1,4
1,5
1,7
1,8
1,11
1,12
1,14
1,15
1,17
1,21
1,22
1,26
1,28
1,29
1,30
1,31
1,32
1,35
1,38
1,40
1,42
1,43
1,44
1,0
1,2
1,3
1,4
1,11
1,12
1,13
1,14
1,15
1,20
1,26
1,27
1,29
1,32
1,34
1,35
1,39
1,40
1,41
1,44
1,0
1,1
1,2
1,3
1,5
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,18
1,20
1,23
1,26
1,28
1,29
1,30
1,31
1,33
1,37
1,38
1,39
1,40
1,41
1,43
1,44
1,0
1,1
1,2
1,3
1,4
1,8
1,9
1,10
1,11
1,12
1,14
1,16
1,17
1,18
1,19
1,20
1,22
1,27
1,28
1,29
1,30
1,38
1,43
1,44
1,0
1,1
1,2
1,4
1,5
1,6
1,7
1,8
1,9
1,11
1,12
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,23
1,24
1,27
1,28
1,29
1,30
1,31
1,33
1,34
1,35
1,36
1,37
1,39
1,40
1,43
1,44
1,0
1,1
1,2
1,4
1,5
1,6
1,7
1,9
1,12
1,13
1,14
1,15
1,16
1,18
1,19
1,20
1,21
1,23
1,26
1,27
1,28
1,29
1,30
1,31
1,33
1,36
1,37
1,41
1,42
1,43
1,44
1,5
1,7
1,8
1,10
1,12
1,13
1,14
1,16
1,18
1,23
1,25
1,28
1,29
1,31
1,34
1,35
1,37
1,39
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,6
1,7
1,10
1,11
1,12
1,13
1,14
1,15
1,18
1,21
1,22
1,23
1,28
1,29
1,34
1,35
1,36
1,37
1,39
1,40
1,42
1,44
1,2
1,3
1,4
1,5
1,6
1,7
1,10
1,11
1,13
1,14
1,15
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,35
1,38
1,39
1,40
1,42
1,44
1,0
1,1
1,4
1,5
1,7
1,8
1,9
1,10
1,11
1,12
1,14
1,15
1,16
1,24
1,25
1,27
1,28
1,29
1,31
1,33
1,34
1,35
1,36
1,38
1,40
1,41
1,42
1,44
1,0
1,1
1,2
1,4
1,6
1,9
1,10
1,11
1,12
1,14
1,22
1,23
1,25
1,26
1,28
1,29
1,35
1,36
1,37
1,41
1,42
1,43
1,44
1,0
1,2
1,5
1,6
1,7
1,8
1,10
1,11
1,13
1,14
1,20
1,22
1,24
1,26
1,27
1,29
1,33
1,34
1,36
1,37
1,38
1,39
1,40
1,42
1,43
1,44
1,2
1,4
1,5
1,6
1,9
1,13
1,14
1,15
1,16
1,18
1,19
1,20
1,24
1,25
1,26
1,29
1,33
1,36
1,37
1,40
1,43
1,44
1,6
1,8
1,9
1,11
1,12
1,13
1,14
1,16
1,17
1,18
1,20
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,36
1,37
1,38
1,41
1,43
1,44
1,0
1,2
1,4
1,6
1,7
1,8
1,10
1,14
1,15
1,16
1,18
1,22
1,25
1,27
1,29
1,30
1,35
1,37
1,43
1,44
1,0
1,12
1,14
1,22
1,23
1,28
1,29
1,35
1,42
1,44
1,0
1,1
1,5
1,6
1,8
1,9
1,10
1,12
1,13
1,14
1,15
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,32
1,35
1,37
1,38
1,40
1,41
1,42
1,43
1,44
1,1
1,2
1,5
1,8
1,9
1,11
1,12
1,13
1,14
1,15
1,16
1,18
1,20
1,21
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,38
1,39
1,41
1,42
1,43
1,44
1,0
1,2
1,4
1,5
1,8
1,12
1,13
1,14
1,19
1,23
1,24
1,25
1,26
1,28
1,29
1,33
1,38
1,40
1,42
1,44
1,0
1,1
1,2
1,3
1,6
1,8
1,11
1,13
1,14
1,18
1,19
1,20
1,22
1,26
1,27
1,29
1,32
1,34
1,36
1,37
1,39
1,40
1,42
1,43
1,44
1,0
1,1
1,2
1,4
1,5
1,7
1,12
1,14
1,15
1,18
1,20
1,23
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,40
1,41
1,43
1,44
1,0
1,4
1,7
1,9
1,10
1,12
1,13
1,14
1,15
1,23
1,24
1,28
1,29
1,30
1,34
1,35
1,38
1,40
1,41
1,42
1,43
1,44
1,0
1,4
1,9
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,22
1,23
1,24
1,25
1,28
1,29
1,30
1,32
1,33
1,36
1,38
1,40
1,41
1,42
1,44
1,0
1,1
1,5
1,6
1,8
1,9
1,13
1,14
1,16
1,17
1,18
1,20
1,21
1,23
1,24
1,25
1,27
1,28
1,29
1,30
1,31
1,32
1,34
1,35
1,36
1,38
1,40
1,43
1,44
1,0
1,3
1,7
1,8
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,23
1,26
1,27
1,29
1,31
1,33
1,34
1,35
1,38
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,21
1,22
1,25
1,26
1,27
1,28
1,29
1,33
1,34
1,37
1,39
1,40
1,41
1,42
1,43
1,44
1,1
1,2
1,3
1,4
1,9
1,13
1,14
1,15
1,16
1,27
1,29
1,30
1,33
1,34
1,35
1,36
1,40
1,42
1,43
1,44
1,0
1,1
1,2
1,3
1,5
1,6
1,7
1,8
1,10
1,11
1,12
1,13
1,14
1,16
1,17
1,19
1,24
1,25
1,26
1,28
1,29
1,30
1,31
1,34
1,37
1,39
1,41
1,44
1,0
1,1
1,3
1,4
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,18
1,20
1,21
1,22
1,23
1,25
1,27
1,28
1,29
1,37
1,41
1,42
1,44
1,2
1,3
1,4
1,8
1,11
1,13
1,14
1,15
1,17
1,18
1,19
1,20
1,22
1,25
1,28
1,29
1,36
1,40
1,41
1,42
1,44
1,0
1,3
1,6
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,17
1,19
1,20
1,21
1,22
1,23
1,24
1,28
1,29
1,30
1,31
1,32
1,33
1,35
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,2
1,4
1,5
1,7
1,8
1,9
1,10
1,12
1,13
1,14
1,16
1,18
1,20
1,21
1,24
1,27
1,29
1,30
1,31
1,33
1,34
1,35
1,36
1,37
1,39
1,40
1,42
1,44
1,0
1,1
1,2
1,11
1,12
1,14
1,16
1,24
1,25
1,28
1,29
1,31
1,34
1,38
1,39
1,40
1,42
1,44
1,2
1,4
1,8
1,10
1,11
1,13
1,14
1,16
1,21
1,23
1,28
1,29
1,34
1,36
1,37
1,40
1,41
1,43
1,44
1,0
1,1
1,2
1,3
1,7
1,12
1,14
1,15
1,17
1,18
1,20
1,21
1,22
1,23
1,25
1,26
1,29
1,30
1,33
1,34
1,38
1,39
1,40
1,41
1,43
1,44
1,0
1,3
1,4
1,5
1,6
1,9
1,10
1,11
1,12
1,14
1,15
1,16
1,19
1,21
1,22
1,23
1,26
1,27
1,28
1,29
1,35
1,41
1,42
1,43
1,44
1,3
1,9
1,12
1,13
1,14
1,15
1,16
1,18
1,22
1,23
1,24
1,28
1,29
1,30
1,31
1,33
1,34
1,36
1,38
1,40
1,42
1,44
1,0
1,2
1,4
1,6
1,10
1,12
1,14
1,16
1,17
1,22
1,23
1,25
1,27
1,28
1,29
1,30
1,33
1,34
1,36
1,37
1,40
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,13
1,14
1,15
1,18
1,20
1,21
1,23
1,24
1,25
1,26
1,27
1,29
1,30
1,31
1,32
1,37
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,2
1,3
1,4
1,6
1,8
1,10
1,11
1,13
1,14
1,15
1,16
1,21
1,27
1,28
1,29
1,32
1,33
1,34
1,35
1,36
1,37
1,38
1,41
1,42
1,43
1,44
1,0
1,8
1,10
1,11
1,12
1,13
1,14
1,16
1,18
1,20
1,21
1,24
1,25
1,28
1,29
1,30
1,35
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,3
1,5
1,7
1,11
1,13
1,14
1,19
1,20
1,22
1,29
1,30
1,35
1,37
1,38
1,39
1,40
1,42
1,44
1,0
1,3
1,4
1,5
1,9
1,12
1,13
1,14
1,15
1,16
1,19
1,20
1,28
1,29
1,30
1,31
1,33
1,40
1,42
1,43
1,44
1,0
1,1
1,2
1,9
1,12
1,13
1,14
1,15
1,17
1,18
1,19
1,20
1,22
1,24
1,28
1,29
1,31
1,33
1,37
1,38
1,41
1,44
1,0
1,3
1,4
1,6
1,7
1,11
1,12
1,13
1,14
1,15
1,17
1,21
1,23
1,24
1,27
1,28
1,29
1,30
1,31
1,35
1,37
1,38
1,39
1,40
1,42
1,43
1,44
1,0
1,1
1,2
1,4
1,5
1,7
1,10
1,11
1,12
1,14
1,15
1,17
1,19
1,22
1,23
1,24
1,25
1,28
1,29
1,30
1,31
1,33
1,37
1,39
1,40
1,43
1,44
1,1
1,3
1,4
1,11
1,13
1,14
1,17
1,19
1,22
1,23
1,24
1,26
1,28
1,29
1,30
1,31
1,37
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,4
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,21
1,26
1,27
1,28
1,29
1,30
1,31
1,33
1,35
1,37
1,38
1,39
1,41
1,43
1,44
1,5
1,6
1,7
1,9
1,10
1,11
1,14
1,15
1,16
1,19
1,20
1,22
1,23
1,27
1,29
1,30
1,31
1,32
1,35
1,38
1,39
1,42
1,43
1,44
1,0
1,1
1,6
1,9
1,11
1,13
1,14
1,15
1,16
1,17
1,19
1,20
1,21
1,22
1,24
1,25
1,27
1,29
1,31
1,35
1,36
1,37
1,39
1,41
1,42
1,43
1,44
1,0
1,3
1,6
1,8
1,13
1,14
1,15
1,16
1,18
1,21
1,22
1,24
1,27
1,28
1,29
1,30
1,32
1,33
1,34
1,36
1,42
1,44
1,0
1,1
1,2
1,5
1,6
1,9
1,10
1,11
1,12
1,13
1,14
1,19
1,23
1,25
1,26
1,28
1,29
1,30
1,32
1,34
1,39
1,40
1,42
1,43
1,44
1,0
1,3
1,5
1,6
1,8
1,9
1,10
1,11
1,14
1,15
1,18
1,19
1,22
1,25
1,26
1,28
1,29
1,39
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,11
1,12
1,13
1,14
1,15
1,17
1,18
1,19
1,20
1,24
1,26
1,27
1,29
1,30
1,35
1,37
1,39
1,40
1,43
1,44
1,0
1,4
1,5
1,6
1,9
1,13
1,14
1,15
1,18
1,19
1,27
1,28
1,29
1,30
1,31
1,38
1,39
1,40
1,42
1,43
1,44
1,3
1,8
1,11
1,14
1,16
1,18
1,19
1,25
1,26
1,28
1,29
1,35
1,38
1,39
1,41
1,42
1,43
1,44
1,0
1,2
1,4
1,5
1,9
1,12
1,13
1,14
1,16
1,19
1,21
1,23
1,25
1,28
1,29
1,30
1,31
1,35
1,37
1,38
1,42
1,43
1,44
1,0
1,1
1,2
1,3
1,5
1,6
1,10
1,12
1,13
1,14
1,15
1,20
1,22
1,23
1,24
1,27
1,29
1,32
1,37
1,38
1,39
1,40
1,41
1,42
1,44
1,0
1,1
1,5
1,8
1,10
1,11
1,12
1,13
1,14
1,15
1,17
1,18
1,20
1,21
1,23
1,24
1,26
1,27
1,29
1,31
1,32
1,34
1,35
1,38
1,43
1,44
1,0
1,2
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,14
1,16
1,17
1,19
1,21
1,22
1,28
1,29
1,31
1,32
1,33
1,34
1,36
1,38
1,40
1,42
1,44
1,0
1,6
1,7
1,10
1,11
1,14
1,16
1,18
1,21
1,22
1,23
1,24
1,27
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,38
1,39
1,41
1,42
1,43
1,44
1,0
1,4
1,5
1,6
1,10
1,13
1,14
1,18
1,20
1,21
1,25
1,29
1,30
1,33
1,35
1,38
1,42
1,43
1,44
1,0
1,1
1,4
1,5
1,6
1,7
1,8
1,11
1,13
1,14
1,17
1,18
1,19
1,21
1,23
1,27
1,28
1,29
1,30
1,32
1,34
1,36
1,37
1,40
1,42
1,43
1,44
1,0
1,7
1,12
1,14
1,18
1,19
1,20
1,21
1,25
1,26
1,27
1,28
1,29
1,30
1,35
1,40
1,42
1,43
1,44
1,1
1,5
1,7
1,9
1,10
1,14
1,15
1,17
1,19
1,21
1,22
1,23
1,26
1,29
1,31
1,32
1,38
1,39
1,43
1,44
1,0
1,2
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,17
1,18
1,20
1,24
1,25
1,26
1,27
1,29
1,30
1,32
1,34
1,37
1,38
1,41
1,42
1,43
1,44
1,0
1,4
1,6
1,13
1,14
1,17
1,18
1,22
1,24
1,25
1,29
1,30
1,31
1,37
1,39
1,42
1,43
1,44
1,0
1,3
1,4
1,6
1,7
1,8
1,11
1,12
1,13
1,14
1,15
1,16
1,18
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,32
1,34
1,36
1,38
1,39
1,40
1,41
1,44
1,0
1,1
1,2
1,3
1,7
1,11
1,12
1,13
1,14
1,15
1,17
1,19
1,21
1,22
1,26
1,29
1,30
1,31
1,32
1,33
1,34
1,35
1,36
1,37
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,6
1,7
1,9
1,10
1,11
1,14
1,15
1,17
1,18
1,22
1,23
1,26
1,28
1,29
1,30
1,31
1,32
1,33
1,38
1,39
1,40
1,41
1,43
1,44
1,0
1,1
1,3
1,6
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,23
1,26
1,27
1,28
1,29
1,31
1,33
1,39
1,42
1,43
1,44
1,3
1,9
1,11
1,13
1,14
1,19
1,21
1,22
1,23
1,25
1,26
1,28
1,29
1,33
1,34
1,36
1,38
1,39
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,8
1,9
1,10
1,11
1,12
1,14
1,15
1,16
1,17
1,19
1,20
1,21
1,25
1,26
1,28
1,29
1,30
1,33
1,34
1,35
1,37
1,39
1,41
1,42
1,43
1,44
1,1
1,2
1,4
1,7
1,8
1,9
1,14
1,17
1,18
1,19
1,20
1,21
1,25
1,27
1,28
1,29
1,32
1,38
1,39
1,40
1,41
1,42
1,44
1,7
1,10
1,13
1,14
1,15
1,17
1,22
1,24
1,26
1,29
1,30
1,33
1,34
1,37
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,2
1,3
1,4
1,8
1,10
1,14
1,15
1,16
1,19
1,22
1,23
1,26
1,28
1,29
1,34
1,38
1,41
1,43
1,44
1,10
1,11
1,12
1,14
1,18
1,20
1,24
1,27
1,29
1,31
1,32
1,33
1,36
1,39
1,41
1,44
1,0
1,2
1,3
1,5
1,6
1,8
1,9
1,10
1,13
1,14
1,15
1,22
1,23
1,25
1,27
1,28
1,29
1,32
1,35
1,37
1,41
1,43
1,44
1,0
1,1
1,2
1,4
1,13
1,14
1,16
1,17
1,18
1,28
1,29
1,30
1,34
1,36
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,4
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,18
1,19
1,22
1,28
1,29
1,32
1,35
1,37
1,38
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,2
1,6
1,12
1,13
1,14
1,15
1,16
1,17
1,21
1,22
1,23
1,28
1,29
1,31
1,33
1,34
1,35
1,38
1,39
1,42
1,43
1,44
1,14
1,15
1,18
1,19
1,20
1,23
1,25
1,26
1,27
1,28
1,29
1,30
1,39
1,41
1,43
1,44
1,0
1,2
1,5
1,10
1,11
1,12
1,13
1,14
1,16
1,17
1,22
1,23
1,25
1,29
1,30
1,32
1,33
1,35
1,36
1,37
1,38
1,42
1,43
1,44
1,3
1,4
1,5
1,6
1,10
1,11
1,12
1,13
1,14
1,15
1,17
1,18
1,21
1,22
1,23
1,24
1,27
1,28
1,29
1,31
1,33
1,34
1,36
1,37
1,40
1,43
1,44
1,0
1,5
1,7
1,8
1,9
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,21
1,22
1,23
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,34
1,37
1,41
1,42
1,43
1,44
1,5
1,6
1,7
1,9
1,10
1,11
1,13
1,14
1,15
1,16
1,18
1,19
1,21
1,23
1,25
1,29
1,32
1,34
1,35
1,36
1,38
1,39
1,40
1,41
1,43
1,44
1,0
1,2
1,3
1,13
1,14
1,15
1,16
1,17
1,22
1,28
1,29
1,32
1,35
1,36
1,39
1,42
1,44
1,0
1,1
1,2
1,4
1,5
1,6
1,10
1,11
1,13
1,14
1,17
1,20
1,22
1,23
1,24
1,25
1,29
1,31
1,33
1,34
1,35
1,41
1,42
1,43
1,44
1,1
1,3
1,5
1,6
1,7
1,9
1,11
1,13
1,14
1,16
1,22
1,23
1,24
1,25
1,29
1,30
1,34
1,37
1,43
1,44
1,0
1,1
1,5
1,6
1,10
1,11
1,13
1,14
1,15
1,16
1,17
1,19
1,22
1,24
1,25
1,26
1,27
1,28
1,29
1,31
1,35
1,36
1,38
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,14
1,15
1,16
1,17
1,18
1,22
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,38
1,39
1,40
1,42
1,43
1,44
1,0
1,3
1,4
1,8
1,9
1,10
1,11
1,13
1,14
1,17
1,19
1,20
1,21
1,22
1,26
1,27
1,28
1,29
1,30
1,32
1,33
1,34
1,38
1,40
1,41
1,42
1,43
1,44
1,1
1,3
1,4
1,5
1,10
1,14
1,15
1,19
1,20
1,21
1,22
1,28
1,29
1,30
1,32
1,33
1,35
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,2
1,8
1,9
1,12
1,13
1,14
1,17
1,18
1,19
1,23
1,25
1,26
1,27
1,28
1,29
1,30
1,37
1,40
1,42
1,43
1,44
1,1
1,4
1,5
1,6
1,7
1,9
1,10
1,11
1,12
1,13
1,14
1,16
1,18
1,20
1,25
1,26
1,28
1,29
1,31
1,33
1,34
1,35
1,36
1,37
1,39
1,41
1,42
1,43
1,44
1,0
1,3
1,6
1,9
1,11
1,13
1,14
1,15
1,16
1,17
1,19
1,20
1,21
1,22
1,23
1,26
1,28
1,29
1,31
1,33
1,34
1,38
1,39
1,41
1,42
1,43
1,44
1,0
1,2
1,5
1,6
1,7
1,9
1,10
1,13
1,14
1,15
1,16
1,18
1,21
1,22
1,23
1,24
1,25
1,27
1,28
1,29
1,30
1,33
1,35
1,41
1,42
1,44
1,0
1,2
1,4
1,5
1,6
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,18
1,20
1,21
1,24
1,25
1,27
1,28
1,29
1,30
1,37
1,39
1,42
1,43
1,44
1,7
1,9
1,11
1,12
1,13
1,14
1,17
1,18
1,20
1,21
1,22
1,23
1,24
1,26
1,28
1,29
1,30
1,31
1,36
1,40
1,41
1,44
1,0
1,3
1,4
1,7
1,8
1,9
1,10
1,12
1,13
1,14
1,15
1,16
1,18
1,20
1,21
1,22
1,27
1,28
1,29
1,30
1,36
1,37
1,39
1,41
1,43
1,44
1,0
1,1
1,7
1,8
1,11
1,12
1,13
1,14
1,19
1,21
1,24
1,26
1,28
1,29
1,30
1,31
1,32
1,33
1,34
1,40
1,44
1,2
1,5
1,9
1,11
1,12
1,13
1,14
1,16
1,20
1,24
1,26
1,29
1,30
1,32
1,33
1,34
1,35
1,41
1,44
1,0
1,1
1,2
1,5
1,7
1,8
1,10
1,11
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,22
1,25
1,26
1,28
1,29
1,30
1,31
1,33
1,35
1,41
1,42
1,43
1,44
1,0
1,1
1,3
1,6
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,16
1,18
1,19
1,21
1,22
1,23
1,24
1,25
1,26
1,27
1,28
1,29
1,31
1,32
1,33
1,35
1,37
1,38
1,40
1,41
1,42
1,43
1,44
1,0
1,5
1,6
1,7
1,9
1,10
1,12
1,14
1,17
1,19
1,20
1,21
1,23
1,24
1,25
1,27
1,29
1,30
1,35
1,36
1,37
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,4
1,9
1,10
1,11
1,13
1,14
1,18
1,19
1,20
1,22
1,26
1,27
1,28
1,29
1,32
1,33
1,34
1,39
1,42
1,43
1,44
1,0
1,1
1,6
1,8
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,20
1,22
1,23
1,24
1,27
1,28
1,29
1,33
1,34
1,35
1,36
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,2
1,3
1,6
1,7
1,8
1,9
1,12
1,14
1,15
1,16
1,17
1,19
1,21
1,22
1,24
1,25
1,26
1,27
1,29
1,30
1,31
1,33
1,34
1,35
1,38
1,40
1,41
1,43
1,44
1,0
1,1
1,3
1,9
1,10
1,12
1,13
1,14
1,15
1,19
1,20
1,21
1,23
1,26
1,27
1,29
1,31
1,34
1,37
1,38
1,39
1,40
1,41
1,42
1,43
1,44
1,0
1,4
1,5
1,13
1,14
1,16
1,20
1,23
1,27
1,29
1,30
1,32
1,37
1,40
1,41
1,43
1,44
1,0
1,6
1,8
1,9
1,10
1,12
1,13
1,14
1,15
1,16
1,17
1,19
1,20
1,24
1,26
1,28
1,29
1,31
1,36
1,38
1,40
1,41
1,42
1,43
1,44
1,0
1,1
1,4
1,6
1,8
1,11
1,13
1,14
1,17
1,18
1,21
1,22
1,23
1,25
1,26
1,27
1,29
1,32
1,33
1,34
1,35
1,38
1,41
1,42
1,44
1,0
1,4
1,5
1,9
1,11
1,14
1,15
1,17
1,19
1,23
1,25
1,26
1,28
1,29
1,32
1,35
1,36
1,41
1,42
1,43
1,44
1,0
1,5
1,6
1,10
1,11
1,13
1,14
1,15
1,18
1,19
1,20
1,22
1,26
1,27
1,28
1,29
1,32
1,35
1,36
1,37
1,38
1,39
1,41
1,42
1,43
1,44
1,0
1,1
1,2
1,3
1,5
1,6
1,8
1,9
1,11
1,12
1,14
1,15
1,16
1,25
1,26
1,27
1,28
1,29
1,32
1,33
1,34
1,36
1,39
1,42
1,44
1,0
1,3
1,5
1,6
1,7
1,9
1,10
1,11
1,13
1,14
1,15
1,17
1,19
1,20
1,21
1,22
1,23
1,24
1,25
1,26
1,28
1,29
1,30
1,31
1,35
1,36
1,37
1,39
1,40
1,41
1,44
1,0
1,2
1,7
1,8
1,9
1,10
1,12
1,13
1,14
1,15
1,20
1,21
1,23
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,36
1,37
1,39
1,41
1,42
1,43
1,44
1,2
1,4
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,20
1,21
1,23
1,25
